Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
7,163,,,63.5555881,1843.605375,28,1,5.462171874,Operations,1414,NY,Q2,2019,Manager_B,No,External,160
4,172,79.96501945,4,77.1895095,2252.863144,22,3,,Finance,4206,SF,Q2,,,No,External,156
6,188,59.35542115,11,98.56981335,39878.83717,16,2,,Operations,2542,SF,Q3,2022,Manager_B,Yes,External,
13,252,89.1097018,6,65.93519495,7524.112685,31,5,8.033106692,Operations,1771,SF,Q1,2023,Manager_A,No,External,160
3,140,97.79058716,8,58.02382382,18442.49069,22,4,2.403704062,Finance,4435,SF,Q1,2023,Manager_C,No,Internal,191
7,157,79.01156435,1,75.54430041,5906.346772,23,1,2.548834065,HR,1383,ATL,Q2,2023,Manager_C,No,Internal,166
,225,84.09987236,9,69.39105444,,31,2,8.478308128,IT,4103,CHI,Q4,2022,Manager_C,No,External,193
2,134,66.87373475,5,57.97886164,2469.385193,14,2,6.509256711,IT,3587,NY,Q2,2023,Manager_A,Yes,Internal,174
5,189,69.07638473,,94.42756914,3352.831737,12,3,6.442440473,Finance,2795,NY,Q4,2023,,No,Internal,
2,155,86.73272489,5,99.53619553,2696.723807,36,1,5.314111942,Operations,1486,LA,Q3,2022,Manager_C,Yes,External,156
4,165,96.38855492,2,78.42910903,8810.796915,10,2,6.12095513,IT,2779,ATL,Q3,2022,Manager_C,Yes,Internal,172
3,225,81.44941936,9,88.73383842,3127.461474,,3,6.415927213,Operations,4436,LA,Q1,2023,Manager_A,No,External,132
3,,89.49239542,8,92.95191848,1752.146445,12,0,9.710436114,HR,3311,NY,Q4,2023,Manager_A,No,Internal,189
1,227,58.58175087,19,85.0491003,7455.170208,25,2,3.006759767,Finance,4213,NY,Q2,2021,,No,Internal,162
7,62,60.59795451,4,52.20780246,9635.161637,,2,2.931061777,HR,1029,LA,Q2,2020,Manager_A,,Internal,
4,94,76.60173434,2,57.88171159,,31,,,Operations,3946,CHI,Q2,2022,Manager_A,Yes,External,188
9,40,58.82770961,4,53.54945956,5510.219428,53,1,6.923789189,Operations,1129,LA,Q2,2020,Manager_A,No,Internal,100
4,110,81.74975351,7,50.49398033,303.0221964,40,1,,Finance,4849,,Q3,2022,Manager_B,No,External,184
6,,64.58265927,7,65.29982044,3769.423096,20,4,2.001152835,Operations,2093,CHI,Q4,,,Yes,Internal,163
3,178,89.57663093,,69.61779802,230.1209382,18,1,4.280850416,Finance,1118,SF,Q3,,Manager_A,Yes,Internal,183
,136,90.40551733,16,62.05148662,148.1268508,57,2,2.607968848,Finance,3374,NY,Q4,2021,Manager_C,,,168
6,226,73.18937279,10,53.2302324,4745.682101,40,0,3.983335664,HR,4983,SF,Q1,2019,,,Internal,116
5,235,59.04053175,15,76.49315454,1807.25582,35,1,9.561377525,IT,4141,NY,Q4,2020,Manager_B,No,,139
3,106,82.33874805,5,63.665966,6784.399448,30,1,7.14986955,IT,1207,SF,Q2,2020,Manager_A,Yes,,100
11,329,99.63935091,10,89.80185774,11320.79274,32,1,1.068121907,Operations,1090,CHI,Q3,2020,Manager_C,Yes,External,
7,196,,9,50.40263108,750.5760134,15,0,3.272572664,IT,1119,SF,Q2,2019,Manager_C,No,External,117
6,204,51.78873454,8,92.12635256,6446.252762,31,1,1.093253924,Operations,1981,ATL,Q4,2019,Manager_B,Yes,Internal,
6,209,50.86469879,14,97.73768395,3613.085916,30,2,7.433816489,IT,,SF,Q4,2021,Manager_A,Yes,External,113
6,209,66.01809852,,85.80675316,594.5891787,20,0,5.224796218,HR,1405,SF,Q1,2019,Manager_C,Yes,External,104
6,142,59.78919034,17,86.68220326,5271.914064,24,1,9.946168226,,3815,SF,Q4,2022,Manager_A,No,,161
5,306,90.65256036,,,,45,2,7.602249349,,3594,ATL,,,Manager_B,No,Internal,132
8,162,92.24028335,14,60.45356427,3624.653513,28,2,5.661216484,Operations,3171,NY,,2020,Manager_B,No,Internal,
6,237,62.93093857,1,99.72827841,13050.39087,50,1,,IT,1111,,,2021,Manager_A,Yes,External,160
8,151,66.28223885,1,88.67406017,3681.105378,,4,7.343232861,Finance,4057,NY,Q4,2021,Manager_B,Yes,Internal,167
13,140,61.81234839,9,86.32853542,23290.27924,24,2,3.193985599,HR,4278,LA,Q3,2021,Manager_C,No,Internal,129
,294,95.41912737,,68.05452895,3558.886379,14,4,5.772324473,Finance,4030,CHI,,2021,Manager_B,No,External,161
,173,75.13246673,14,77.28887427,615.6542643,17,1,6.003988524,IT,1613,LA,Q1,,Manager_B,Yes,External,161
4,177,82.8068522,9,82.69588941,3178.839105,21,,5.061085287,Finance,1944,,,2021,Manager_A,No,Internal,180
2,197,70.77410433,18,81.01714307,1006.474667,33,,2.612733606,IT,2409,ATL,Q2,2020,Manager_C,Yes,,191
7,,81.55070968,12,85.24923192,4545.750004,32,2,3.010321465,Operations,1705,NY,Q2,2021,Manager_A,No,,169
4,310,69.29276884,10,54.11908695,5906.690811,23,5,3.529426609,Finance,2776,NY,Q3,2021,Manager_A,No,,156
,,66.98392189,1,67.78242164,3159.651588,7,2,1.092296344,HR,3194,SF,Q3,2023,Manager_A,No,External,
8,,81.72400366,12,71.70000083,514.057545,44,1,9.25249503,Finance,3179,LA,Q3,2022,Manager_B,Yes,Internal,135
,123,79.5531039,0,63.03146489,3161.590767,27,1,7.174863924,Operations,3779,NY,Q1,2019,Manager_B,No,Internal,106
,219,64.67639771,4,58.63136351,424.8176385,18,1,7.206555842,Operations,3897,NY,Q1,2019,Manager_A,No,Internal,164
2,184,57.46742252,6,56.946374,5730.500306,32,2,6.150975524,,1103,,,2019,Manager_B,No,,173
6,73,68.42883469,12,68.31916961,7812.013695,32,,7.203797273,Finance,3600,CHI,Q1,2022,Manager_B,Yes,,176
5,207,70.75988196,12,74.67208503,16401.14077,26,2,9.836762949,Operations,3615,NY,Q4,2020,,Yes,External,140
,150,81.43421667,19,53.14882201,805.5531794,31,4,4.466443039,Operations,4894,CHI,,2019,Manager_C,No,External,
3,272,95.72643818,5,97.32290473,3800.927697,18,2,7.412730282,Finance,1761,,Q1,2019,Manager_C,No,External,113
6,156,51.80923988,19,88.26216614,4191.296776,37,5,,Finance,4313,SF,Q2,2019,Manager_B,No,Internal,132
6,152,62.18305063,11,86.54258866,12785.87299,,3,8.688599189,,3974,LA,Q4,,,No,Internal,129
4,271,59.68579711,7,58.64302625,4934.593992,23,4,8.722257462,Finance,4710,NY,,2022,Manager_C,No,External,172
7,176,75.11472043,,80.1900384,786.2503227,36,1,9.120397829,Operations,3709,CHI,Q2,2022,Manager_B,Yes,Internal,105
4,249,71.48504035,17,76.48624734,2866.620682,42,1,1.049169918,HR,4402,NY,Q1,2020,Manager_C,Yes,External,109
0,205,86.45188119,10,99.12344229,5317.613878,45,2,3.683723005,Operations,1943,,,2023,Manager_B,Yes,External,174
9,206,62.12079563,19,87.3835885,6024.606805,40,1,2.205319161,Operations,1847,CHI,Q4,2021,Manager_A,No,Internal,119
1,165,79.72491829,10,78.78809419,9941.573174,26,3,5.085875781,Operations,,NY,Q3,2020,Manager_C,Yes,External,188
6,210,94.19286318,,92.54063332,995.3478444,14,2,5.459046784,Finance,4971,LA,Q1,2021,Manager_A,No,,111
4,172,95.533887,8,57.75471354,,44,0,3.303136385,HR,4220,ATL,Q1,2022,Manager_A,Yes,Internal,121
5,131,97.93923024,2,50.76082648,304.8015171,43,,7.511018428,Operations,1168,SF,Q4,2021,Manager_B,No,External,175
6,173,88.6630576,16,84.51166667,20602.04696,23,,3.427927455,Finance,,NY,,2019,Manager_C,Yes,Internal,113
8,257,,16,54.91557301,,39,2,8.685022378,IT,1984,CHI,Q2,2021,Manager_C,No,Internal,147
4,212,61.7265436,2,55.771682,,26,2,2.598934313,HR,2107,LA,Q3,2021,Manager_C,Yes,External,
5,226,59.87904722,18,87.23403632,,45,1,4.305117653,HR,3567,NY,Q4,2022,Manager_C,Yes,External,135
10,180,50.32440419,8,63.52674221,377.347602,24,3,6.600139826,,1106,ATL,Q1,2023,Manager_B,No,Internal,160
5,63,85.34221787,16,81.43156078,211.8235387,,1,6.448015634,IT,1884,ATL,,2021,,No,,154
,,96.87335939,17,95.8703463,536.6221953,37,2,1.702262008,Operations,4336,CHI,Q2,,Manager_C,No,Internal,
6,162,59.34676725,14,65.82372658,457.0678878,47,1,8.61632751,IT,,NY,Q1,2019,Manager_C,No,,101
4,111,,0,,3963.525414,25,2,6.382584401,HR,3078,NY,Q1,2021,Manager_B,No,Internal,101
3,148,87.32298796,9,55.32814419,1213.186549,34,2,8.828735938,Finance,4827,NY,Q2,2021,Manager_C,Yes,External,160
5,146,96.38071176,,,9837.913867,20,1,8.808720204,IT,4618,ATL,Q1,,Manager_C,Yes,Internal,105
4,,82.3430112,9,53.11113477,2950.684731,38,2,,Operations,1246,NY,Q3,2020,Manager_A,Yes,External,124
4,266,98.51468664,1,54.38211894,5945.592989,38,0,9.197033116,IT,3973,,Q2,2023,Manager_C,No,External,166
5,176,67.23365705,18,71.60022944,5290.324198,,,8.635670189,IT,2553,NY,Q4,,Manager_C,Yes,Internal,122
2,236,67.49642669,13,66.04325225,1927.231925,34,1,9.623106501,Finance,3002,,Q3,2019,Manager_A,Yes,,172
7,189,,7,85.32804072,1393.067077,37,3,8.654485587,Finance,3071,,Q1,,Manager_C,Yes,External,194
3,264,69.17509406,18,93.51208291,2096.220154,25,4,8.390834659,HR,1497,ATL,Q2,2020,Manager_A,,External,127
5,,,0,89.23866016,,35,1,5.224244326,Finance,1853,,Q2,2019,Manager_B,No,External,124
6,144,86.58860125,15,76.53186283,,26,5,2.908279543,IT,1303,CHI,Q1,2020,Manager_A,No,External,198
8,297,87.58585207,14,55.12210581,1462.057275,31,0,9.196378598,Operations,2421,NY,Q4,2023,Manager_A,Yes,Internal,164
,152,87.34873023,19,85.4883642,8514.526141,31,3,7.502942678,,4474,SF,Q3,2020,Manager_C,Yes,External,165
3,,67.25103333,4,68.14143624,281.5788301,26,3,3.535730778,Finance,1315,,Q1,2023,Manager_C,Yes,External,178
,202,76.11447367,2,,6006.272096,30,2,,IT,2884,SF,Q4,2023,Manager_C,Yes,Internal,142
5,209,67.99867591,16,92.12332036,2891.070395,26,1,7.174706607,,1277,CHI,Q2,2023,Manager_C,Yes,External,
7,227,50.80182,9,66.91082586,6570.619923,26,0,5.300355775,HR,1541,,Q2,2022,Manager_A,Yes,Internal,179
5,134,78.12244706,4,60.91244163,13118.17397,40,5,1.733343057,HR,4214,CHI,Q2,2023,Manager_B,No,External,
,222,56.1880333,10,93.57260323,6932.153811,31,0,2.273031512,Finance,1788,ATL,,2020,Manager_C,Yes,Internal,148
10,214,54.0020662,5,95.10669342,2916.671156,33,,7.710838152,Finance,4481,,Q4,2022,Manager_A,Yes,Internal,198
2,180,87.77495343,3,66.94854186,818.337247,15,1,3.957125756,Operations,1355,ATL,Q1,2019,Manager_B,Yes,External,107
6,168,50.47531012,,67.74007096,8208.53956,34,2,,,2547,LA,Q1,2019,Manager_B,Yes,Internal,
7,,,18,78.98142638,3087.467625,35,1,7.899593304,HR,4974,SF,Q3,2021,,Yes,External,120
4,208,75.76276821,6,86.67207469,,26,5,7.760580343,IT,2226,CHI,Q3,2023,Manager_A,Yes,Internal,134
11,140,,13,53.1574601,6347.988871,50,1,2.503135242,,1249,CHI,Q3,2021,Manager_C,Yes,Internal,
5,194,52.89987862,,79.66718286,1725.510597,7,2,1.88554478,Finance,1102,ATL,Q4,2023,Manager_A,Yes,Internal,198
4,173,79.17647744,16,,250.6184695,37,3,6.320370637,Operations,2491,LA,Q2,2023,Manager_C,Yes,External,
1,,67.4663518,12,63.10469486,11652.40367,37,,7.674695865,,3082,LA,Q3,2020,,Yes,External,160
11,123,92.17412464,0,95.4413607,3299.539798,35,1,,IT,4395,NY,Q2,2020,Manager_B,No,Internal,182
3,,68.06113676,1,97.50841704,1649.198773,31,,4.347597586,HR,4969,LA,Q4,2019,Manager_A,Yes,External,173
2,148,63.02437895,17,63.45768205,6300.715436,35,2,8.832501964,HR,1531,ATL,Q3,,Manager_B,Yes,Internal,167
7,146,92.87765635,,87.71009329,10853.5043,38,1,,HR,1558,ATL,Q3,2019,Manager_A,No,Internal,129
5,134,68.73265458,12,61.93875042,1.535610955,22,2,5.086627849,Finance,2619,SF,Q2,2023,Manager_C,Yes,External,196
1,136,50.84166599,0,86.88055809,5821.392187,32,2,1.715643406,HR,2291,ATL,Q1,2022,Manager_B,Yes,Internal,167
6,278,69.51445504,3,89.87099856,7283.835078,28,4,3.319268106,Operations,4124,SF,,,Manager_C,Yes,External,108
4,112,82.72611345,,62.36028519,1178.152368,19,1,3.096729283,Operations,1784,LA,,2023,Manager_B,Yes,Internal,116
9,268,62.71797694,3,85.79347718,3363.036198,37,,3.150673485,HR,1017,NY,Q3,2020,Manager_C,No,External,142
4,160,71.59937962,15,90.60522694,,,3,5.444935348,Operations,2127,CHI,Q4,2019,Manager_B,Yes,Internal,187
9,140,52.83575691,3,67.92894361,6866.88836,15,3,6.249030865,,1151,ATL,Q2,2019,Manager_C,Yes,,156
5,203,79.40463958,8,58.3851388,,24,3,2.102586298,HR,4911,LA,Q1,2021,Manager_B,,Internal,112
2,183,,16,54.59822837,572.4921269,22,0,9.004204059,Finance,2700,ATL,Q1,2019,Manager_A,Yes,Internal,156
8,168,70.66562807,19,,8476.620162,40,0,6.57976441,HR,4063,SF,Q4,2019,Manager_C,Yes,Internal,125
2,193,71.01163164,1,98.90490597,7382.631038,31,2,6.375265572,Finance,1872,LA,Q1,2022,Manager_C,No,External,160
7,182,54.41412493,2,91.147516,2130.227089,43,2,9.885510985,Finance,2437,CHI,Q2,2023,Manager_A,No,,161
9,167,60.09704323,14,,5860.586927,23,0,6.653295797,Finance,2107,SF,Q3,2022,Manager_A,Yes,,
3,236,57.73376516,6,76.83104514,0.240625262,38,1,,Operations,2331,LA,Q3,2022,Manager_A,No,,180
3,93,74.08438843,3,,13426.38161,58,0,3.576312751,Finance,2174,CHI,Q4,2019,Manager_B,No,,
6,125,76.46277705,11,58.15329337,3996.798465,33,1,3.161165413,IT,,,Q4,2023,Manager_A,No,External,189
7,132,,0,74.10405791,4842.380858,38,1,,Finance,3426,,Q4,2019,Manager_B,Yes,Internal,112
2,116,53.66157521,16,73.17507831,5463.042938,36,,5.577480529,Finance,3505,LA,Q3,2019,Manager_B,Yes,Internal,148
9,185,79.99339866,3,76.09649764,4120.484027,15,1,3.038352845,Finance,3400,SF,Q4,2022,Manager_A,No,Internal,181
5,210,76.32492637,3,97.64022928,9716.304371,35,2,,Finance,2687,NY,Q1,2020,Manager_A,,Internal,184
5,62,75.8116549,8,80.19476501,4704.221495,33,5,1.266704373,HR,,ATL,Q3,2020,Manager_B,Yes,Internal,197
3,151,93.65796437,9,80.28859183,11916.80654,27,0,7.215674253,Operations,1375,NY,Q2,2022,Manager_C,,Internal,150
6,160,60.27692353,18,56.40123814,4365.33758,21,,5.114600975,Operations,1207,CHI,Q4,2022,Manager_C,Yes,External,108
6,162,52.03866372,18,99.82444331,938.4140452,36,3,7.201067598,Operations,2585,LA,Q3,,Manager_A,Yes,Internal,193
,102,,14,,12241.67158,20,6,5.293725676,HR,4803,ATL,Q4,2023,Manager_C,No,Internal,128
6,161,67.25787321,16,93.8601672,5722.665965,51,2,9.796004046,Finance,1459,LA,Q3,2019,Manager_B,,External,192
8,125,50.87949581,6,70.71502059,6007.196655,31,1,4.01216456,Finance,,CHI,Q3,2019,Manager_C,No,External,182
4,159,62.56870036,2,75.10640479,21161.7442,17,1,9.843156433,Operations,4630,,Q3,2021,Manager_B,No,External,107
,,65.46633871,4,76.10419046,390.8702754,24,1,1.584765482,IT,3577,SF,Q2,2019,Manager_A,No,,180
4,160,80.84191884,15,,2798.264255,,,7.153846973,Finance,3532,SF,Q3,2023,,Yes,External,175
,,58.6292897,6,84.47445782,1366.236406,,2,5.087972861,Finance,1121,CHI,Q1,,Manager_C,No,Internal,114
5,,70.6527174,15,95.14883618,4977.027727,21,1,8.39923863,Finance,3841,LA,,2022,Manager_A,Yes,External,
7,198,74.12377222,8,58.18529091,8220.44917,,0,8.106544627,HR,3029,CHI,,2023,Manager_A,No,External,133
2,177,72.96186957,0,54.31591367,16952.87632,24,2,8.201891646,Finance,2143,ATL,Q4,2022,Manager_B,Yes,External,151
,227,98.69703833,2,86.91094528,3031.143353,34,5,1.852647394,Operations,,LA,Q3,2021,Manager_B,,Internal,149
4,158,52.27521189,7,63.66009158,7713.997768,24,4,8.401291299,Finance,2862,SF,Q4,2021,Manager_B,No,External,
7,217,97.54840932,17,,12447.68228,18,1,2.926361417,Operations,2322,NY,Q1,2023,,Yes,,104
3,247,79.0968607,17,84.7879169,5749.403167,28,3,1.231122375,,3094,SF,Q1,2020,Manager_A,Yes,External,197
4,196,89.78638575,,66.09553818,1390.193943,,2,2.959648477,HR,,LA,Q1,2020,Manager_B,No,Internal,
3,178,71.5196309,6,,4680.607224,24,2,5.313565942,IT,4370,LA,Q2,2023,Manager_B,Yes,Internal,187
3,,,19,77.49944911,17524.80384,24,3,7.679002239,Finance,1895,LA,Q1,2023,Manager_B,No,Internal,104
2,,93.96632495,5,93.4499704,21931.71121,41,1,2.967692327,IT,4743,LA,Q1,2022,Manager_C,No,Internal,
10,240,94.79672481,10,,5141.139461,26,6,2.017067933,Finance,4590,ATL,Q4,2021,Manager_B,Yes,Internal,183
3,227,61.93444407,,93.4287816,10901.29564,18,,6.813705295,Operations,3292,NY,Q3,,Manager_A,Yes,External,146
2,228,59.96209393,11,51.00806911,1117.901758,,2,9.855082327,Finance,4798,SF,Q4,2019,Manager_A,No,External,161
6,182,74.81175869,0,62.17531304,1412.335835,30,3,6.407832719,HR,2747,ATL,Q2,2022,Manager_B,No,Internal,144
4,200,95.01385136,18,,15276.09658,16,2,7.219516277,IT,1723,CHI,Q2,2021,Manager_C,,External,165
6,199,66.11775467,,,726.4895974,46,0,6.050506994,Finance,2823,LA,Q2,2022,Manager_C,,External,122
2,107,82.60073077,14,94.49800608,1060.43969,38,0,8.041135998,Operations,1217,SF,Q1,2021,Manager_C,,Internal,
40,2440,854.0758439,150,733.7701311,27283.67418,440,10,97.82239782,IT,30190,CHI,Q1,,Manager_C,No,Internal,1600
9,79,88.93373324,2,92.48565223,4452.923503,33,,5.897163065,HR,3810,NY,,2021,Manager_B,Yes,Internal,
10,222,78.1962229,10,66.3589119,4629.39803,9,2,4.751114606,,4415,SF,,2022,,No,External,142
5,196,70.12275891,10,66.97850364,1726.386499,45,2,8.74308755,HR,2856,ATL,Q4,2021,Manager_A,Yes,Internal,134
2,162,,9,94.77808652,,21,4,9.727555094,Operations,2337,CHI,Q1,2022,Manager_A,No,Internal,129
3,,80.56653767,,71.29085733,12331.40049,,,2.162634768,IT,2716,SF,Q2,2023,Manager_C,Yes,Internal,166
7,205,,19,89.48827439,2488.461663,31,2,6.203538689,IT,1603,,Q3,2019,Manager_C,,External,109
6,101,67.24914228,4,61.83217739,2848.384137,43,0,8.132139933,IT,4801,LA,Q3,2022,Manager_A,Yes,,
4,264,83.49745905,7,97.44004148,6061.656813,40,7,5.800054646,Operations,1289,SF,Q2,2020,Manager_A,Yes,External,
2,184,62.88988311,12,,5438.300859,39,1,4.682772714,,1601,LA,Q1,,,Yes,Internal,164
7,318,62.25484588,14,87.96617843,2408.737719,26,1,6.89706839,Finance,4043,CHI,Q3,2021,Manager_A,No,External,105
6,,85.73611009,1,54.47578499,2674.261939,26,4,3.431152851,Finance,4268,CHI,Q2,2023,Manager_C,Yes,Internal,169
7,182,76.06973681,11,74.63321129,2138.85224,,,4.142203686,HR,3743,CHI,Q1,2023,Manager_B,Yes,Internal,142
7,138,84.16383052,7,95.05192489,,28,,9.93048993,Operations,2601,LA,Q3,,Manager_C,No,External,
3,173,63.47192454,18,93.85193145,3063.722961,38,1,6.728188009,IT,4487,LA,Q3,2021,Manager_B,No,Internal,162
3,188,79.93616705,0,52.34069786,,38,1,8.856345685,Operations,1609,ATL,Q4,2023,Manager_B,,External,164
,267,72.19668249,7,65.18492346,6773.333266,35,2,8.269916617,Operations,3353,,Q4,2023,Manager_B,Yes,Internal,104
5,253,79.84801434,9,72.16600032,7545.105067,4,1,6.87045299,Operations,,,Q3,2021,Manager_A,Yes,Internal,124
2,207,64.54398661,12,58.61324072,2347.874713,31,3,8.566561742,IT,,LA,Q3,2022,Manager_A,Yes,External,126
4,286,85.77254818,4,86.49991555,7233.110014,28,2,,IT,4291,SF,Q3,2020,Manager_C,Yes,Internal,141
7,59,90.29646831,,59.22559978,32.68819781,31,0,6.734048039,HR,4757,CHI,Q4,2023,Manager_B,No,External,154
5,207,,,67.33198472,3241.346513,22,2,6.315431406,Operations,4970,ATL,Q1,2022,Manager_C,Yes,External,125
6,,65.03102799,13,83.16403184,,16,2,6.601776407,Finance,,ATL,Q4,2022,Manager_B,No,Internal,115
,212,83.05771349,10,,4971.865736,34,3,2.517687344,HR,4697,ATL,Q2,2022,Manager_B,Yes,Internal,189
9,,84.77925872,13,,3212.870407,26,,3.49518736,IT,4061,LA,Q3,2022,Manager_C,No,Internal,127
2,263,85.20498422,2,98.06039506,5173.147828,,,3.579924869,IT,4849,SF,Q2,2019,Manager_C,No,Internal,191
6,225,84.13492524,15,55.82733439,11872.87672,23,2,6.417515463,,,CHI,Q2,2019,Manager_C,Yes,Internal,129
4,200,69.64038585,19,85.47838582,,44,1,9.752921924,Finance,1353,LA,Q2,2021,Manager_C,Yes,Internal,176
3,185,69.74268372,16,61.51720778,8041.847204,40,2,9.586607961,Operations,1734,CHI,Q4,2020,Manager_A,Yes,,188
6,299,62.74088118,4,70.72383637,,32,2,3.044705977,Operations,4891,NY,Q4,2021,Manager_B,No,Internal,144
7,206,57.84168499,,51.64313629,6113.539444,27,2,3.743607188,Finance,,NY,Q1,2019,Manager_B,No,Internal,118
,165,84.62886897,16,,4258.67235,38,1,1.324557031,,1305,CHI,Q2,2021,Manager_A,Yes,Internal,112
9,131,,19,65.98886445,191.0330627,33,1,4.589340309,IT,2133,NY,Q2,2021,Manager_B,No,Internal,174
5,225,96.88961434,10,67.09929026,2345.843076,32,2,8.512067095,HR,3361,SF,Q4,2022,Manager_A,,External,122
4,239,91.33431518,11,94.97926082,4167.137722,40,3,9.241765651,Finance,3995,,,2023,Manager_B,Yes,Internal,113
3,183,92.875287,1,87.09064546,7977.837063,44,4,3.128468316,HR,2036,LA,Q4,2019,Manager_A,Yes,Internal,
7,146,95.33344073,18,98.60914841,2882.199525,17,,3.392150261,,4708,CHI,Q3,2019,Manager_A,Yes,Internal,
4,,70.43024854,4,79.95357552,16101.66891,19,1,2.987648349,Operations,,LA,Q3,2021,Manager_B,No,External,122
8,126,92.33503617,10,62.0856866,,22,2,4.150932108,IT,3214,SF,Q2,,Manager_B,Yes,Internal,139
8,298,57.90306501,18,,6823.979494,14,,8.242834587,IT,1052,SF,Q1,2021,Manager_B,No,External,163
1,,51.08208973,6,65.99179616,2715.292989,29,3,6.821717229,,2209,SF,Q4,2020,Manager_C,No,External,184
5,103,89.24456973,5,66.32471638,,36,4,8.073468261,Operations,1275,ATL,Q3,2019,Manager_B,No,Internal,158
4,110,53.7398324,10,83.64820866,8110.134964,29,2,6.247279957,IT,3494,NY,Q3,2022,Manager_B,No,Internal,119
,113,99.42623337,13,76.5403964,1756.413695,24,2,3.319597703,IT,3399,LA,Q2,2022,Manager_B,,Internal,131
2,165,83.73982148,3,69.2712089,509.123075,41,4,3.051947622,Finance,3057,LA,Q4,2022,,Yes,External,177
8,151,87.67248551,7,57.45448844,3672.508924,31,0,1.081006353,IT,,SF,Q2,2019,Manager_B,No,External,123
8,241,62.29019281,8,51.10695815,3762.306058,33,2,8.028839232,Finance,1146,ATL,Q4,2019,Manager_A,Yes,External,145
3,,83.6932697,1,60.94173388,7976.880529,41,1,8.624091035,Finance,4548,LA,Q1,2022,Manager_A,Yes,Internal,117
4,166,52.16099686,10,55.3735702,17260.22328,28,1,7.914543397,HR,3876,LA,Q4,2019,Manager_C,Yes,Internal,193
12,366,91.891286,19,89.27225154,284.4429436,50,0,1.66961852,IT,2868,ATL,Q3,2022,Manager_C,Yes,External,191
3,165,58.48120465,6,55.62489789,4478.636501,25,2,,Finance,1629,,Q2,2020,,No,External,147
3,173,84.86790334,3,86.21141187,,49,4,1.411907078,HR,2953,ATL,,2020,Manager_C,No,External,113
4,103,61.22402506,13,69.28293449,21273.04221,20,,1.950337591,HR,1851,NY,Q3,2020,Manager_C,Yes,External,
3,175,53.42265847,0,53.66891949,14287.70254,35,2,4.964278356,IT,1427,LA,Q2,2021,Manager_B,Yes,Internal,120
4,,74.07468393,11,90.63650247,6231.805901,23,0,5.28532308,IT,1487,NY,Q2,2021,Manager_A,Yes,Internal,197
6,108,58.46431051,18,78.98152851,3688.520406,41,3,8.34506773,HR,2553,LA,Q1,2023,Manager_A,Yes,External,104
4,,86.47219942,4,61.78807564,880.84614,25,1,7.115742028,Finance,2400,NY,Q3,2023,Manager_B,,Internal,130
3,199,61.87829217,7,94.73405872,,32,3,2.379881608,IT,2761,LA,Q4,2023,Manager_C,Yes,External,166
8,148,67.12362781,,52.26291569,4398.857807,23,,3.035321049,HR,4183,SF,Q3,2020,Manager_B,No,External,186
2,,78.37196256,,60.09098041,6458.565809,39,4,3.571076694,HR,1583,CHI,Q2,2020,Manager_C,No,Internal,
